hs_contact_id,email,account_name_freetext,lifecycle_stage_hs,hs_lead_score,lead_source_hs,segment_raw_hs,country,created_at,is_internal,_synced_at
HS-001835,stephaniebonilla1835@example.com,Duran Group,marketingqualifiedlead,78,IB,MM,United States,2025-09-18 18:51:26,false,2026-04-01 06:30:00
HS-001836,woodmichael1836@example.com,Garner-Thornton,marketingqualifiedlead,76,Inbound,MidMarket,United Kingdom,2025-10-08 13:27:41,false,2026-04-01 06:30:00
HS-001837,peggy811837@example.com,"Fitzpatrick, Rivera and Smith",marketingqualifiedlead,82,Partner,Mid Market,Germany,2026-02-21 23:37:35,false,2026-04-01 06:30:00
HS-001838,dbanks1838@example.com,Kane-Knox,marketingqualifiedlead,43,outbound,SMB,Canada,2025-10-10 20:45:11,false,2026-04-01 06:30:00
HS-001839,wjenkins1839@example.com,Edwards-Scott,marketingqualifiedlead,79,Cold Outreach,Mid Market,Germany,2026-02-11 12:19:44,false,2026-04-01 06:30:00
HS-001840,wmills1840@example.com,Adkins LLC,marketingqualifiedlead,57,Outbound,SMB,Australia,2026-02-05 16:21:00,false,2026-04-01 06:30:00
HS-001841,daniel271841@example.com,"Morris, Wright and Bridges",lead,22,inbound,SmallBiz,Australia,2025-12-10 10:06:06,false,2026-04-01 06:30:00
HS-001842,jbrooks1842@example.com,Small-Anderson,lead,33,Inbound,SmallBiz,United Kingdom,2025-10-10 22:26:07,false,2026-04-01 06:30:00
HS-001843,amyjames1843@example.com,Bell-Bennett,lead,25,PPC,smb,United States,2025-10-19 22:54:46,false,2026-04-01 06:30:00
HS-001844,swalters1844@example.com,Gill Ltd,marketingqualifiedlead,60,outbound,ENT,United Kingdom,2026-02-14 20:38:54,false,2026-04-01 06:30:00
HS-001845,cowanlinda1845@example.com,Wilson-Harris,marketingqualifiedlead,63,Content,Small Business,Canada,2025-11-25 18:25:59,false,2026-04-01 06:30:00
HS-001846,davisallen1846@example.com,Peterson PLC,marketingqualifiedlead,79,PPC,smb,United Kingdom,2025-09-22 16:39:56,false,2026-04-01 06:30:00
HS-001847,vgarcia1847@example.com,Rangel LLC,lead,18,Trade Show,smb,Germany,2026-03-01 23:14:43,false,2026-04-01 06:30:00
HS-001848,schultzwesley1848@example.com,"Santiago, Daniel and Rogers",lead,29,IB,MidMarket,United Kingdom,2025-11-04 18:58:09,false,2026-04-01 06:30:00
HS-001849,contrerasmelissa1849@example.com,Fields Inc,lead,39,Paid,SMB,United Kingdom,2025-09-20 10:36:43,false,2026-04-01 06:30:00
HS-001850,jeffreygibson1850@example.com,"Ferguson, Shaw and Jackson",marketingqualifiedlead,53,Word of Mouth,MM,United States,2026-02-23 23:57:16,false,2026-04-01 06:30:00
HS-001851,ewilson1851@example.com,Salazar Inc,marketingqualifiedlead,44,Cold Outreach,Mid-Market,Canada,2025-08-22 11:16:26,false,2026-04-01 06:30:00
HS-001852,belllaura1852@example.com,White-Lewis,lead,8,Cold Outreach,ENT,United Kingdom,2025-12-10 15:41:32,false,2026-04-01 06:30:00
HS-001853,pgutierrez1853@example.com,Boone-Davis,lead,38,inbound,smb,United Kingdom,2025-09-10 20:59:25,false,2026-04-01 06:30:00
HS-001854,xsmith1854@example.com,Moody-Taylor,lead,37,IB,Mid Market,Canada,2025-12-20 12:05:20,false,2026-04-01 06:30:00
HS-001855,williamadams1855@example.com,Cooper Ltd,lead,34,Event,SmallBiz,United States,2025-09-17 15:53:06,false,2026-04-01 06:30:00
HS-001856,kyle631856@example.com,Cole-Palmer,marketingqualifiedlead,56,Referral,SmallBiz,United Kingdom,2026-02-28 00:59:34,false,2026-04-01 06:30:00
HS-001857,mcculloughrobert1857@example.com,"Mcdonald, Lee and Rodriguez",marketingqualifiedlead,53,Content Download,smb,Canada,2025-11-04 18:43:09,false,2026-04-01 06:30:00
HS-001858,johnsonkrystal1858@example.com,Williamson Ltd,lead,37,Inbound,SmallBiz,Canada,2026-03-15 03:23:48,false,2026-04-01 06:30:00
HS-001859,matthew961859@example.com,Harvey-Allen,lead,22,Inbound,Mid Market,Canada,2025-12-31 16:49:40,false,2026-04-01 06:30:00
HS-001860,angelamyers1860@example.com,"Diaz, Gibbs and Smith",lead,35,Content,MM,Germany,2025-11-05 23:48:59,false,2026-04-01 06:30:00
HS-001861,zpoole1861@example.com,Johnson-Williams,lead,28,IB,MidMarket,United Kingdom,2026-03-12 22:31:16,false,2026-04-01 06:30:00
HS-001862,oanderson1862@example.com,Harrison-Alexander,marketingqualifiedlead,87,Outbound,SmallBiz,United Kingdom,2025-09-15 20:42:57,false,2026-04-01 06:30:00
HS-001863,lmadden1863@example.com,"Lewis, Kennedy and Santana",lead,18,Inbound,Strategic,Germany,2025-10-11 11:58:34,false,2026-04-01 06:30:00
HS-001863D,lmadden1863@example.com,"Lewis, Kennedy and Santana",lead,18,Inbound,Strategic,Germany,2025-10-11 11:58:34,false,2026-04-01 06:30:00
HS-001864,hstrong1864@example.com,Moon-White,marketingqualifiedlead,60,Content Download,MM,Australia,2025-09-19 13:52:24,false,2026-04-01 06:30:00
HS-001865,samuelgarcia1865@example.com,Moore Group,lead,20,Inbound,SMB,United Kingdom,2026-03-23 16:21:45,false,2026-04-01 06:30:00
HS-001866,williamwelch1866@example.com,Smith LLC,lead,15,PPC,ENT,Australia,2025-09-01 11:54:15,false,2026-04-01 06:30:00
HS-001867,ocameron1867@example.com,Kelly Group,lead,27,IB,smb,Germany,2025-12-16 08:46:28,false,2026-04-01 06:30:00
HS-001868,mary251868@example.com,"Shaw, Nelson and Martin",marketingqualifiedlead,90,IB,smb,United Kingdom,2025-10-07 23:05:21,false,2026-04-01 06:30:00
HS-001869,christopherjohnson1869@example.com,Lewis-Livingston,lead,17,Outbound,SMB,United States,2025-09-10 02:10:44,false,2026-04-01 06:30:00
HS-001870,fullerbrittney1870@example.com,Taylor and Sons,lead,37,Paid,SMB,Australia,2025-11-07 11:07:04,false,2026-04-01 06:30:00
HS-001871,montgomeryamy1871@example.com,"Carpenter, Oliver and Kennedy",marketingqualifiedlead,54,Event,SmallBiz,Australia,2025-08-26 12:11:47,false,2026-04-01 06:30:00
HS-001872,armstronganthony1872@example.com,Navarro-Munoz,marketingqualifiedlead,77,Outbound,Small Business,Germany,2025-12-05 15:44:59,false,2026-04-01 06:30:00
HS-001873,tonyawalters1873@example.com,Yu-Brooks,marketingqualifiedlead,62,Cold Outreach,Mid Market,United Kingdom,2026-02-14 15:50:12,false,2026-04-01 06:30:00
HS-001874,jacob341874@example.com,Jackson-Meza,marketingqualifiedlead,80,Outbound,Small Business,United Kingdom,2026-03-03 00:04:41,false,2026-04-01 06:30:00
HS-001874D,jacob341874@example.com,Jackson-Meza,marketingqualifiedlead,80,Outbound,Small Business,United Kingdom,2026-03-03 00:04:41,false,2026-04-01 06:30:00
HS-001875,amandasanchez1875@example.com,Parks-Pace,marketingqualifiedlead,67,Inbound,smb,Australia,2025-12-27 13:37:51,false,2026-04-01 06:30:00
HS-001876,qtownsend1876@example.com,Brooks and Sons,lead,10,inbound,MM,Australia,2025-09-15 22:24:39,false,2026-04-01 06:30:00
HS-001877,hillsavannah1877@example.com,Dawson Inc,lead,38,Content,Small Business,Canada,2025-09-16 14:56:23,false,2026-04-01 06:30:00
HS-001878,littlebeth1878@example.com,"Wilson, Sweeney and Wong",marketingqualifiedlead,71,Inbound,SMB,Germany,2026-01-09 09:48:03,false,2026-04-01 06:30:00
HS-001879,rodriguezsara1879@example.com,Sullivan PLC,lead,24,Content Download,SmallBiz,Germany,2026-01-15 14:51:19,false,2026-04-01 06:30:00
HS-001880,rodriguezjustin1880@example.com,Gibbs-Bradley,lead,9,Cold Outreach,SMB,Canada,2025-12-09 22:36:35,false,2026-04-01 06:30:00
HS-001881,christophersnyder1881@example.com,"Rios, Walker and Wright",marketingqualifiedlead,54,Inbound,Mid Market,Australia,2025-12-12 07:14:03,false,2026-04-01 06:30:00
HS-001882,roberta361882@example.com,Lee-Davis,lead,5,Paid,Strategic,Germany,2026-03-05 09:20:08,false,2026-04-01 06:30:00
HS-001883,henryandrew1883@example.com,"Chavez, Jones and Williams",lead,23,Content,smb,United Kingdom,2026-03-21 08:20:04,false,2026-04-01 06:30:00
HS-001884,tuckerconnie1884@example.com,Huang-Foster,marketingqualifiedlead,64,inbound,SMB,United Kingdom,2026-01-05 16:01:08,false,2026-04-01 06:30:00
HS-001885,gracebrooks1885@example.com,"Sanders, Ayala and Johnson",marketingqualifiedlead,83,Referral,smb,Canada,2025-09-05 12:21:30,false,2026-04-01 06:30:00
HS-001886,cynthia721886@example.com,"Edwards, Baker and Anderson",lead,19,Content,Enterprise,United States,2025-12-20 12:50:09,false,2026-04-01 06:30:00
HS-001887,kentberger1887@example.com,Flynn Group,marketingqualifiedlead,48,Event,smb,United Kingdom,2026-01-29 09:06:39,false,2026-04-01 06:30:00
HS-001888,wilsonmatthew1888@example.com,Davis Group,marketingqualifiedlead,52,Content,MidMarket,Germany,2025-11-30 02:45:14,false,2026-04-01 06:30:00
HS-001889,timothy991889@example.com,Levy-Lewis,marketingqualifiedlead,48,outbound,MidMarket,United States,2025-11-24 08:55:34,false,2026-04-01 06:30:00
HS-001889D,timothy991889@example.com,Levy-Lewis,marketingqualifiedlead,48,outbound,MidMarket,United States,2025-11-24 08:55:34,false,2026-04-01 06:30:00
HS-001890,moorejudy1890@example.com,Reynolds Ltd,marketingqualifiedlead,63,outbound,SmallBiz,Germany,2025-12-20 14:38:03,false,2026-04-01 06:30:00
HS-001891,leeanthony1891@example.com,Alexander-Jordan,lead,28,inbound,SMB,Canada,2025-10-18 10:00:58,false,2026-04-01 06:30:00
HS-001892,holmeskathleen1892@example.com,"Cox, Stark and Rodriguez",lead,26,Event,Mid-Market,Canada,2026-03-26 04:42:23,false,2026-04-01 06:30:00
HS-001893,michellewilson1893@example.com,Stewart-Bailey,marketingqualifiedlead,51,Cold Outreach,SMB,Australia,2025-12-24 09:12:54,false,2026-04-01 06:30:00
HS-001894,anthonytaylor1894@example.com,Cook and Sons,marketingqualifiedlead,83,Inbound,SmallBiz,Australia,2025-10-26 01:01:19,false,2026-04-01 06:30:00
HS-001895,lunashelby1895@example.com,"Greer, Potter and Evans",lead,16,Content Download,MM,United States,2026-02-12 20:11:41,false,2026-04-01 06:30:00
HS-001896,joshua311896@example.com,Hall-Sullivan,marketingqualifiedlead,54,IB,enterprise,Australia,2026-01-13 09:53:19,false,2026-04-01 06:30:00
HS-001897,jean471897@example.com,Trujillo PLC,marketingqualifiedlead,53,Channel,SMB,Germany,2025-08-31 17:25:39,false,2026-04-01 06:30:00
HS-001898,zgraham1898@example.com,Kim Inc,lead,22,Trade Show,Mid Market,Canada,2026-03-23 08:22:18,false,2026-04-01 06:30:00
HS-001899,johngonzalez1899@example.com,Marshall-Petersen,lead,28,Trade Show,SMB,United States,2025-11-06 05:36:12,false,2026-04-01 06:30:00
HS-001900,suzanne191900@example.com,Anderson-Bell,lead,14,inbound,Mid-Market,United States,2025-09-22 00:54:10,false,2026-04-01 06:30:00
HS-001901,gabriel371901@example.com,Gallagher and Sons,marketingqualifiedlead,73,Content,Mid Market,United States,2025-11-26 20:56:18,false,2026-04-01 06:30:00
HS-001902,bandrade1902@example.com,"Kennedy, Johnson and Lucas",marketingqualifiedlead,73,Trade Show,SMB,Canada,2025-10-13 06:59:11,false,2026-04-01 06:30:00
HS-001903,lisa911903@example.com,Miller-Orr,marketingqualifiedlead,47,Paid,ENT,United Kingdom,2025-09-30 00:48:59,false,2026-04-01 06:30:00
HS-001904,kpatterson1904@example.com,Wheeler-Austin,marketingqualifiedlead,45,Cold Outreach,MidMarket,Canada,2025-09-07 08:50:40,false,2026-04-01 06:30:00
HS-001905,nathaniel171905@example.com,Fox-Edwards,marketingqualifiedlead,71,inbound,Mid Market,Australia,2025-09-30 23:10:47,false,2026-04-01 06:30:00
HS-001906,pamelarubio1906@example.com,Scott and Sons,marketingqualifiedlead,87,Outbound,smb,United Kingdom,2026-01-31 08:51:50,false,2026-04-01 06:30:00
HS-001907,brenda491907@example.com,"West, Henderson and Ramirez",marketingqualifiedlead,66,Inbound,SmallBiz,Germany,2026-02-01 00:09:53,false,2026-04-01 06:30:00
HS-001908,raymond121908@example.com,Bean LLC,lead,36,inbound,Mid-Market,United States,2026-01-03 21:03:29,false,2026-04-01 06:30:00
HS-001909,ruben251909@example.com,"Brown, Hayes and Clark",marketingqualifiedlead,41,Trade Show,Small Business,Australia,2025-10-06 10:45:58,false,2026-04-01 06:30:00
HS-001910,charlessandoval1910@example.com,Smith and Sons,lead,28,Paid Ads,ENT,Canada,2026-02-08 20:08:18,false,2026-04-01 06:30:00
HS-001911,dustin511911@example.com,Robertson-Ramirez,lead,16,Cold Outreach,smb,Canada,2025-12-24 11:22:29,false,2026-04-01 06:30:00
HS-001912,floresalex1912@example.com,"Powers, Clements and Cox",lead,31,Cold Outreach,SMB,Canada,2026-03-15 02:29:34,false,2026-04-01 06:30:00
HS-001913,jason951913@example.com,Pruitt-Webb,lead,31,Referral,Mid-Market,United Kingdom,2026-02-05 03:40:32,false,2026-04-01 06:30:00
HS-001914,annacruz1914@example.com,Harris-Carson,lead,20,Content,smb,Canada,2026-03-08 21:16:17,false,2026-04-01 06:30:00
HS-001915,alisongarcia1915@example.com,Jones Inc,lead,18,Inbound,Strategic,United States,2026-02-23 05:37:14,false,2026-04-01 06:30:00
HS-001916,jennifer191916@example.com,Taylor PLC,marketingqualifiedlead,45,outbound,SmallBiz,United Kingdom,2026-01-15 15:58:46,false,2026-04-01 06:30:00
HS-001917,bfleming1917@example.com,Jacobson Inc,marketingqualifiedlead,68,Channel,Mid-Market,United States,2026-02-06 02:25:48,false,2026-04-01 06:30:00
HS-001918,lisa331918@example.com,Landry PLC,lead,30,Channel,Mid-Market,United Kingdom,2025-12-26 17:12:48,false,2026-04-01 06:30:00
HS-001919,langvictor1919@example.com,Miller Ltd,marketingqualifiedlead,63,outbound,Mid Market,Germany,2025-11-01 21:37:41,false,2026-04-01 06:30:00
HS-001920,robert171920@example.com,May-Turner,lead,10,Referral,Small Business,Germany,2026-02-19 18:02:02,false,2026-04-01 06:30:00
HS-001921,carolyngarza1921@example.com,Hernandez-Dawson,lead,8,Partner,SMB,Australia,2025-11-01 15:42:02,false,2026-04-01 06:30:00
HS-001922,barbaramitchell1922@example.com,Novak PLC,lead,7,Inbound,MM,United States,2025-12-23 02:31:13,false,2026-04-01 06:30:00
HS-001923,buckjustin1923@example.com,"Taylor, Wright and Davidson",lead,27,Inbound,SmallBiz,United States,2025-11-02 08:57:12,false,2026-04-01 06:30:00
HS-001924,ijohnson1924@example.com,Williams Group,marketingqualifiedlead,57,Channel,smb,Germany,2025-08-26 00:34:45,false,2026-04-01 06:30:00
HS-001925,rogersallen1925@example.com,Pena LLC,marketingqualifiedlead,88,inbound,Small Business,United States,2026-01-01 21:19:31,false,2026-04-01 06:30:00
HS-001926,zdavis1926@example.com,Byrd-Le,marketingqualifiedlead,48,Cold Outreach,smb,Australia,2025-12-19 18:34:04,false,2026-04-01 06:30:00
HS-001927,rcummings1927@example.com,Donovan-Perez,lead,29,Content,MM,Germany,2026-02-11 11:38:39,false,2026-04-01 06:30:00
HS-001928,karen611928@example.com,"Wright, Mcknight and Stephens",marketingqualifiedlead,87,Partner,Strategic,United Kingdom,2026-01-01 05:14:07,false,2026-04-01 06:30:00
HS-001929,troy061929@example.com,"Harris, Anderson and Love",marketingqualifiedlead,79,Channel,MM,Germany,2026-01-23 03:49:31,false,2026-04-01 06:30:00
HS-001930,heather771930@example.com,"Mccarthy, Evans and Mendez",lead,32,IB,SmallBiz,Germany,2025-10-14 20:53:07,false,2026-04-01 06:30:00
HS-001931,cameronsharon1931@example.com,Drake-Wolfe,lead,7,Trade Show,Strategic,Australia,2026-02-18 23:20:49,false,2026-04-01 06:30:00
HS-001932,johnsonbrandon1932@example.com,Williams PLC,lead,32,IB,SMB,Australia,2025-11-20 12:27:02,false,2026-04-01 06:30:00
HS-001933,taylorvictoria1933@example.com,"Brown, Romero and Collins",marketingqualifiedlead,88,Paid,Enterprise,Australia,2026-02-07 13:47:11,false,2026-04-01 06:30:00
HS-001934,fperez1934@example.com,Goodwin PLC,lead,12,Partner,ENT,Canada,2025-10-24 14:03:59,false,2026-04-01 06:30:00
HS-001935,jenniferburnett1935@example.com,"Gould, Marshall and Scott",lead,8,Content Download,SmallBiz,Germany,2026-01-13 15:17:44,false,2026-04-01 06:30:00
HS-001936,villamiranda1936@example.com,Byrd LLC,lead,23,Trade Show,MM,United Kingdom,2025-10-10 06:02:53,false,2026-04-01 06:30:00
HS-001937,nicole011937@example.com,Sandoval-Cunningham,marketingqualifiedlead,55,Trade Show,SMB,Canada,2025-11-27 22:15:50,false,2026-04-01 06:30:00
HS-001938,valentinecharles1938@example.com,Sutton-Abbott,lead,36,Paid Ads,SMB,Australia,2025-12-27 03:44:21,false,2026-04-01 06:30:00
HS-001939,hailey641939@example.com,"West, Henderson and Ramirez",marketingqualifiedlead,90,Paid Ads,SMB,Germany,2025-08-22 05:09:09,false,2026-04-01 06:30:00
HS-001940,sarasilva1940@example.com,Combs PLC,lead,23,Outbound,MidMarket,Australia,2025-10-09 13:38:05,false,2026-04-01 06:30:00
HS-001941,martinezmichelle1941@example.com,Cruz-Allen,marketingqualifiedlead,62,Content Download,Mid Market,Germany,2025-12-17 02:08:50,false,2026-04-01 06:30:00
HS-001942,qwalsh1942@example.com,Pearson and Sons,marketingqualifiedlead,65,Inbound,SMB,Germany,2025-10-15 23:18:20,false,2026-04-01 06:30:00
HS-001943,boydjohn1943@arcline.com,"Lee, Horton and Snyder",marketingqualifiedlead,75,Partner,enterprise,Germany,2025-11-22 04:45:23,true,2026-04-01 06:30:00
HS-001944,rstanley1944@example.com,"Wilson, Sweeney and Wong",marketingqualifiedlead,90,inbound,SMB,Germany,2026-01-01 08:30:00,false,2026-04-01 06:30:00
HS-001945,kendra731945@example.com,Rowe Group,marketingqualifiedlead,88,Cold Outreach,Small Business,Canada,2026-01-17 06:14:40,false,2026-04-01 06:30:00
HS-001946,bakerkenneth1946@example.com,Gonzalez-Wilkerson,marketingqualifiedlead,59,outbound,Strategic,Canada,2026-01-25 21:35:51,false,2026-04-01 06:30:00
HS-001947,gomezmary1947@example.com,King-Smith,lead,13,Event,Mid-Market,United Kingdom,2026-03-09 11:09:28,false,2026-04-01 06:30:00
HS-001948,donnamoss1948@example.com,Barnes PLC,lead,20,Outbound,Strategic,Canada,2026-02-12 11:51:43,false,2026-04-01 06:30:00
HS-001949,heatherjones1949@example.com,"Patel, Erickson and Evans",marketingqualifiedlead,55,Event,Strategic,Canada,2025-12-22 03:19:48,false,2026-04-01 06:30:00
HS-001950,abrown1950@example.com,Manning Group,lead,34,IB,MM,United Kingdom,2025-10-12 04:55:02,false,2026-04-01 06:30:00
HS-001951,taylorcruz1951@example.com,Ellis-Lawrence,marketingqualifiedlead,57,Inbound,Small Business,United States,2025-12-22 10:08:56,false,2026-04-01 06:30:00
HS-001952,ngarcia1952@example.com,Fuentes Group,lead,27,Event,ENT,Germany,2025-10-28 05:06:18,false,2026-04-01 06:30:00
HS-001953,kathleen471953@example.com,Brennan-Johnson,lead,34,inbound,smb,Australia,2026-01-24 04:43:44,false,2026-04-01 06:30:00
HS-001954,melaniegarcia1954@example.com,Owens-Russell,marketingqualifiedlead,85,outbound,SMB,Germany,2026-01-18 21:25:33,false,2026-04-01 06:30:00
HS-001955,jefferycox1955@example.com,Murphy PLC,lead,20,Content Download,SMB,United States,2026-03-02 04:59:37,false,2026-04-01 06:30:00
HS-001956,gparrish1956@example.com,Brock-Mcdonald,marketingqualifiedlead,87,Cold Outreach,SmallBiz,Australia,2025-09-26 12:07:04,false,2026-04-01 06:30:00
HS-001957,kimberlylopez1957@example.com,Thomas and Sons,lead,13,outbound,MM,United Kingdom,2025-12-10 07:14:27,false,2026-04-01 06:30:00
HS-001958,rodney491958@example.com,Wagner-King,marketingqualifiedlead,65,outbound,SMB,Australia,2026-01-16 02:53:10,false,2026-04-01 06:30:00
HS-001959,thomasnancy1959@example.com,"Williams, Mccoy and Cook",marketingqualifiedlead,79,Content Download,SMB,Canada,2026-02-18 22:39:18,false,2026-04-01 06:30:00
HS-001960,allenpatricia1960@example.com,Mcgee-Smith,lead,20,outbound,SMB,Germany,2025-12-18 08:40:22,false,2026-04-01 06:30:00
HS-001961,josephalvarez1961@example.com,Ruiz Ltd,marketingqualifiedlead,72,inbound,MM,United States,2026-01-25 12:57:47,false,2026-04-01 06:30:00
HS-001962,hbell1962@arcline.com,Carter Inc,lead,22,Paid,Small Business,Australia,2025-10-23 23:57:40,true,2026-04-01 06:30:00
HS-001963,gomezjason1963@example.com,Holt and Sons,marketingqualifiedlead,51,Paid,Mid Market,United States,2025-10-07 10:31:08,false,2026-04-01 06:30:00
HS-001964,gshaw1964@example.com,Harris-Carson,lead,7,Inbound,smb,Canada,2026-02-25 13:33:27,false,2026-04-01 06:30:00
HS-001965,brian451965@example.com,"Ashley, Allen and Sanchez",lead,31,Partner,smb,Germany,2025-09-08 04:06:19,false,2026-04-01 06:30:00
HS-001966,williamspatrick1966@example.com,Schmidt PLC,lead,9,Channel,Mid-Market,United States,2025-09-28 00:00:03,false,2026-04-01 06:30:00
